uniprot_id,drug_id,interaction
P49841,CHEMBL1988995,0
P51617,CHEMBL1988995,0
P51812,CHEMBL1988995,0
P51955,CHEMBL1988995,0
P51957,CHEMBL1988995,0
P53350,CHEMBL1988995,0
P53778,CHEMBL1988995,0
P68400,CHEMBL1988995,0
P78368,CHEMBL1988995,0
Q00535,CHEMBL1988995,0
Q05513,CHEMBL1988995,0
Q05655,CHEMBL1988995,0
Q12851,CHEMBL1988995,0
Q13153,CHEMBL1988995,0
Q13188,CHEMBL1988995,0
Q13464,CHEMBL1988995,0
Q13554,CHEMBL1988995,0
Q13555,CHEMBL1988995,0
Q13557,CHEMBL1988995,0
Q13627,CHEMBL1988995,0
Q16513,CHEMBL1988995,0
Q16620,CHEMBL1988995,0
Q16644,CHEMBL1988995,0
Q5VT25,CHEMBL1988995,0
Q7KZI7,CHEMBL1988995,0
Q7L7X3,CHEMBL1988995,0
Q86V86,CHEMBL1988995,0
Q8N4C8,CHEMBL1988995,0
Q8NE63,CHEMBL1988995,0
Q8TDC3,CHEMBL1988995,0
Q96GD4,CHEMBL1988995,0
Q96KB5,CHEMBL1988995,0
Q96SB4,CHEMBL1988995,0
Q9BZL6,CHEMBL1988995,0
Q9H2G2,CHEMBL1988995,0
Q9H4B4,CHEMBL1988995,0
Q9HAZ1,CHEMBL1988995,0
Q9HBH9,CHEMBL1988995,0
Q9HBY8,CHEMBL1988995,0
Q9HCP0,CHEMBL1988995,0
Q9NR20,CHEMBL1988995,0
Q9NWZ3,CHEMBL1988995,0
Q9NYL2,CHEMBL1988995,0
Q9UEE5,CHEMBL1988995,0
Q9Y243,CHEMBL1988995,0
Q9Y4K4,CHEMBL1988995,0
Q9Y6M4,CHEMBL1988995,0
O00418,CHEMBL1989265,0
O00444,CHEMBL1989265,0
O14757,CHEMBL1989265,0
O14920,CHEMBL1989265,0
O14965,CHEMBL1989265,0
O15075,CHEMBL1989265,0
O15111,CHEMBL1989265,0
O15264,CHEMBL1989265,0
O15530,CHEMBL1989265,0
O43781,CHEMBL1989265,0
O75116,CHEMBL1989265,0
O94806,CHEMBL1989265,0
O95819,CHEMBL1989265,0
O96013,CHEMBL1989265,0
O96017,CHEMBL1989265,0
P05129,CHEMBL1989265,0
P06213,CHEMBL1989265,0
P06239,CHEMBL1989265,0
P06493,CHEMBL1989265,0
P07333,CHEMBL1989265,0
P08581,CHEMBL1989265,0
P11309,CHEMBL1989265,1
P11362,CHEMBL1989265,0
P15735,CHEMBL1989265,0
P17612,CHEMBL1989265,0
P23443,CHEMBL1989265,0
P24941,CHEMBL1989265,0
P27448,CHEMBL1989265,0
P28482,CHEMBL1989265,0
P29317,CHEMBL1989265,0
P31749,CHEMBL1989265,0
P31751,CHEMBL1989265,0
P35916,CHEMBL1989265,0
P35968,CHEMBL1989265,0
P41743,CHEMBL1989265,0
P45983,CHEMBL1989265,0
P45984,CHEMBL1989265,0
P48729,CHEMBL1989265,0
P48730,CHEMBL1989265,0
P49137,CHEMBL1989265,0
P49760,CHEMBL1989265,0
P49840,CHEMBL1989265,0
P49841,CHEMBL1989265,0
P51617,CHEMBL1989265,0
P51812,CHEMBL1989265,0
P51955,CHEMBL1989265,0
P51957,CHEMBL1989265,0
P53350,CHEMBL1989265,0
P53667,CHEMBL1989265,0
P53778,CHEMBL1989265,0
P68400,CHEMBL1989265,0
P78368,CHEMBL1989265,0
Q00535,CHEMBL1989265,0
Q05513,CHEMBL1989265,0
Q05655,CHEMBL1989265,0
Q12851,CHEMBL1989265,0
Q13131,CHEMBL1989265,0
Q13153,CHEMBL1989265,0
Q13188,CHEMBL1989265,0
Q13464,CHEMBL1989265,0
Q13554,CHEMBL1989265,0
Q13555,CHEMBL1989265,0
Q13557,CHEMBL1989265,0
Q13627,CHEMBL1989265,0
Q14012,CHEMBL1989265,0
Q15303,CHEMBL1989265,0
Q16513,CHEMBL1989265,0
Q16620,CHEMBL1989265,0
Q16644,CHEMBL1989265,0
Q5VT25,CHEMBL1989265,0
Q7KZI7,CHEMBL1989265,0
Q7L7X3,CHEMBL1989265,0
Q86V86,CHEMBL1989265,1
Q8N4C8,CHEMBL1989265,0
Q8NE63,CHEMBL1989265,0
Q8TDC3,CHEMBL1989265,0
Q96GD4,CHEMBL1989265,0
Q96KB5,CHEMBL1989265,0
Q96SB4,CHEMBL1989265,0
Q9BZL6,CHEMBL1989265,0
Q9H2G2,CHEMBL1989265,0
Q9H2X6,CHEMBL1989265,0
Q9H4B4,CHEMBL1989265,0
Q9HAZ1,CHEMBL1989265,0
Q9HBH9,CHEMBL1989265,0
Q9HBY8,CHEMBL1989265,0
Q9HCP0,CHEMBL1989265,0
Q9NR20,CHEMBL1989265,0
Q9NWZ3,CHEMBL1989265,0
Q9NYL2,CHEMBL1989265,0
Q9UEE5,CHEMBL1989265,0
Q9Y243,CHEMBL1989265,0
Q9Y4K4,CHEMBL1989265,0
Q9Y6M4,CHEMBL1989265,0
O00418,CHEMBL1989474,0
O00444,CHEMBL1989474,0
O14757,CHEMBL1989474,0
O14965,CHEMBL1989474,0
O15075,CHEMBL1989474,0
O15264,CHEMBL1989474,0
O15530,CHEMBL1989474,0
O43293,CHEMBL1989474,0
O43781,CHEMBL1989474,0
O60674,CHEMBL1989474,0
O75116,CHEMBL1989474,0
O75582,CHEMBL1989474,0
O94806,CHEMBL1989474,0
O95819,CHEMBL1989474,0
O96013,CHEMBL1989474,0
O96017,CHEMBL1989474,0
P00533,CHEMBL1989474,1
P04626,CHEMBL1989474,0
P04629,CHEMBL1989474,0
P05129,CHEMBL1989474,0
P06213,CHEMBL1989474,0
P06239,CHEMBL1989474,0
P06493,CHEMBL1989474,0
P07332,CHEMBL1989474,0
P07333,CHEMBL1989474,0
P07948,CHEMBL1989474,0
P07949,CHEMBL1989474,0
P08069,CHEMBL1989474,0
P08581,CHEMBL1989474,0
P08922,CHEMBL1989474,0
P11309,CHEMBL1989474,0
P11362,CHEMBL1989474,0
P12931,CHEMBL1989474,0
P15735,CHEMBL1989474,0
P16591,CHEMBL1989474,0
P17612,CHEMBL1989474,0
P22607,CHEMBL1989474,0
P23443,CHEMBL1989474,0
P24941,CHEMBL1989474,0
P27448,CHEMBL1989474,0
P28482,CHEMBL1989474,0
P29317,CHEMBL1989474,0
P29597,CHEMBL1989474,0
P30530,CHEMBL1989474,0
P31749,CHEMBL1989474,0
P31751,CHEMBL1989474,0
P35916,CHEMBL1989474,0
P35968,CHEMBL1989474,0
P36888,CHEMBL1989474,0
P41743,CHEMBL1989474,0
P42679,CHEMBL1989474,0
P42685,CHEMBL1989474,0
P43405,CHEMBL1989474,0
P45983,CHEMBL1989474,0
P45984,CHEMBL1989474,0
P48729,CHEMBL1989474,0
P48730,CHEMBL1989474,0
P49137,CHEMBL1989474,0
P49760,CHEMBL1989474,0
P49840,CHEMBL1989474,0
P49841,CHEMBL1989474,0
P51451,CHEMBL1989474,0
P51617,CHEMBL1989474,0
P51812,CHEMBL1989474,0
P51955,CHEMBL1989474,0
P51957,CHEMBL1989474,0
P52333,CHEMBL1989474,0
P53350,CHEMBL1989474,0
P53667,CHEMBL1989474,0
P53778,CHEMBL1989474,0
P68400,CHEMBL1989474,0
P78368,CHEMBL1989474,0
Q00535,CHEMBL1989474,0
Q05397,CHEMBL1989474,0
Q05513,CHEMBL1989474,0
Q05655,CHEMBL1989474,0
Q06418,CHEMBL1989474,0
Q08881,CHEMBL1989474,0
Q12851,CHEMBL1989474,0
Q13131,CHEMBL1989474,0
Q13153,CHEMBL1989474,0
Q13188,CHEMBL1989474,0
Q13237,CHEMBL1989474,0
Q13464,CHEMBL1989474,0
Q13554,CHEMBL1989474,0
Q13555,CHEMBL1989474,0
Q13557,CHEMBL1989474,0
Q13627,CHEMBL1989474,0
Q13882,CHEMBL1989474,0
Q13976,CHEMBL1989474,0
Q14012,CHEMBL1989474,0
Q14289,CHEMBL1989474,0
Q14680,CHEMBL1989474,0
Q15303,CHEMBL1989474,0
Q16288,CHEMBL1989474,0
Q16513,CHEMBL1989474,0
Q16620,CHEMBL1989474,0
Q16644,CHEMBL1989474,0
Q5VT25,CHEMBL1989474,0
Q7KZI7,CHEMBL1989474,0
Q7L7X3,CHEMBL1989474,0
Q86V86,CHEMBL1989474,0
Q8IW41,CHEMBL1989474,0
Q8N4C8,CHEMBL1989474,0
Q8NE63,CHEMBL1989474,0
Q8TDC3,CHEMBL1989474,0
Q96GD4,CHEMBL1989474,0
Q96KB5,CHEMBL1989474,0
Q96PF2,CHEMBL1989474,0
Q96SB4,CHEMBL1989474,0
Q9BXA7,CHEMBL1989474,0
Q9BZL6,CHEMBL1989474,0
Q9H2G2,CHEMBL1989474,0
Q9H2X6,CHEMBL1989474,0
Q9H3Y6,CHEMBL1989474,0
Q9H4B4,CHEMBL1989474,0
Q9HAZ1,CHEMBL1989474,0
Q9HBH9,CHEMBL1989474,0
Q9HBY8,CHEMBL1989474,0
Q9HCP0,CHEMBL1989474,0
Q9NR20,CHEMBL1989474,0
Q9NWZ3,CHEMBL1989474,0
Q9NYL2,CHEMBL1989474,0
Q9P1W9,CHEMBL1989474,0
Q9UEE5,CHEMBL1989474,0
Q9UM73,CHEMBL1989474,0
Q9Y243,CHEMBL1989474,0
Q9Y4K4,CHEMBL1989474,0
Q9Y6M4,CHEMBL1989474,0
O00418,CHEMBL1989518,0
O00444,CHEMBL1989518,0
O14757,CHEMBL1989518,0
O14920,CHEMBL1989518,0
O14965,CHEMBL1989518,0
O15075,CHEMBL1989518,0
O15111,CHEMBL1989518,0
O15264,CHEMBL1989518,0
O15530,CHEMBL1989518,0
O43781,CHEMBL1989518,0
O75116,CHEMBL1989518,1
O75582,CHEMBL1989518,0
O94806,CHEMBL1989518,0
O95819,CHEMBL1989518,0
O96013,CHEMBL1989518,0
O96017,CHEMBL1989518,0
P00533,CHEMBL1989518,0
P04629,CHEMBL1989518,0
P05129,CHEMBL1989518,0
P06213,CHEMBL1989518,0
P06239,CHEMBL1989518,0
P06493,CHEMBL1989518,0
P07332,CHEMBL1989518,0
P07333,CHEMBL1989518,0
P07948,CHEMBL1989518,0
P08069,CHEMBL1989518,0
P08581,CHEMBL1989518,0
P08922,CHEMBL1989518,0
P11309,CHEMBL1989518,0
P11362,CHEMBL1989518,0
P12931,CHEMBL1989518,0
P15735,CHEMBL1989518,0
P16591,CHEMBL1989518,0
P17612,CHEMBL1989518,1
P22607,CHEMBL1989518,0
P23443,CHEMBL1989518,0
P24941,CHEMBL1989518,0
P27448,CHEMBL1989518,0
P28482,CHEMBL1989518,0
P29317,CHEMBL1989518,0
P29597,CHEMBL1989518,0
P30530,CHEMBL1989518,0
P31749,CHEMBL1989518,0
P31751,CHEMBL1989518,0
P35916,CHEMBL1989518,0
P35968,CHEMBL1989518,0
P36888,CHEMBL1989518,0
P42679,CHEMBL1989518,0
P42685,CHEMBL1989518,0
P43405,CHEMBL1989518,0
P45983,CHEMBL1989518,0
P45984,CHEMBL1989518,0
P48729,CHEMBL1989518,0
P48730,CHEMBL1989518,0
P49137,CHEMBL1989518,0
P49760,CHEMBL1989518,0
P49840,CHEMBL1989518,0
P49841,CHEMBL1989518,0
P51617,CHEMBL1989518,0
P51812,CHEMBL1989518,0
P51817,CHEMBL1989518,1
P51955,CHEMBL1989518,0
P51957,CHEMBL1989518,0
P52333,CHEMBL1989518,0
P53350,CHEMBL1989518,0
P53667,CHEMBL1989518,0
P53778,CHEMBL1989518,0
P68400,CHEMBL1989518,0
P78368,CHEMBL1989518,0
Q00535,CHEMBL1989518,0
Q05397,CHEMBL1989518,0
Q05513,CHEMBL1989518,0
Q05655,CHEMBL1989518,0
Q06418,CHEMBL1989518,0
Q08881,CHEMBL1989518,0
Q12851,CHEMBL1989518,0
Q13131,CHEMBL1989518,0
Q13153,CHEMBL1989518,0
Q13188,CHEMBL1989518,0
Q13237,CHEMBL1989518,1
Q13464,CHEMBL1989518,1
Q13554,CHEMBL1989518,0
Q13555,CHEMBL1989518,0
Q13557,CHEMBL1989518,0
Q13627,CHEMBL1989518,1
Q13882,CHEMBL1989518,0
Q13976,CHEMBL1989518,1
Q14012,CHEMBL1989518,0
Q14289,CHEMBL1989518,0
Q14680,CHEMBL1989518,0
Q15303,CHEMBL1989518,0
Q16513,CHEMBL1989518,1
Q16620,CHEMBL1989518,0
Q16644,CHEMBL1989518,0
Q5VT25,CHEMBL1989518,0
Q7KZI7,CHEMBL1989518,0
Q7L7X3,CHEMBL1989518,0
Q86V86,CHEMBL1989518,0
Q8IW41,CHEMBL1989518,0
Q8N4C8,CHEMBL1989518,0
Q8NE63,CHEMBL1989518,0
Q8TDC3,CHEMBL1989518,0
Q96GD4,CHEMBL1989518,0
Q96KB5,CHEMBL1989518,0
Q96PF2,CHEMBL1989518,0
Q96SB4,CHEMBL1989518,0
Q9BXA7,CHEMBL1989518,0
Q9BZL6,CHEMBL1989518,0
Q9H2G2,CHEMBL1989518,0
Q9H2X6,CHEMBL1989518,0
Q9H3Y6,CHEMBL1989518,0
Q9H4B4,CHEMBL1989518,0
Q9HAZ1,CHEMBL1989518,1
Q9HBH9,CHEMBL1989518,0
Q9HBY8,CHEMBL1989518,0
Q9HCP0,CHEMBL1989518,0
Q9NR20,CHEMBL1989518,0
Q9NWZ3,CHEMBL1989518,0
Q9NYL2,CHEMBL1989518,0
Q9UEE5,CHEMBL1989518,0
Q9Y243,CHEMBL1989518,0
Q9Y4K4,CHEMBL1989518,0
Q9Y6M4,CHEMBL1989518,0
O00418,CHEMBL1990415,0
O00444,CHEMBL1990415,0
O14757,CHEMBL1990415,0
O15075,CHEMBL1990415,0
O15264,CHEMBL1990415,0
O15530,CHEMBL1990415,0
O43781,CHEMBL1990415,0
O75116,CHEMBL1990415,0
O94806,CHEMBL1990415,0
O95819,CHEMBL1990415,0
O96013,CHEMBL1990415,0
P04629,CHEMBL1990415,0
P05129,CHEMBL1990415,0
P06213,CHEMBL1990415,0
P06239,CHEMBL1990415,0
P06493,CHEMBL1990415,1
P07333,CHEMBL1990415,0
P08581,CHEMBL1990415,0
P11309,CHEMBL1990415,0
P11362,CHEMBL1990415,0
P15735,CHEMBL1990415,0
P17612,CHEMBL1990415,0
P23443,CHEMBL1990415,0
P24941,CHEMBL1990415,1
P27448,CHEMBL1990415,0
P28482,CHEMBL1990415,0
P29317,CHEMBL1990415,0
P31749,CHEMBL1990415,0
P31751,CHEMBL1990415,0
P35916,CHEMBL1990415,0
P35968,CHEMBL1990415,0
P36888,CHEMBL1990415,0
P41743,CHEMBL1990415,0
P45983,CHEMBL1990415,0
P45984,CHEMBL1990415,0
P48729,CHEMBL1990415,0
P48730,CHEMBL1990415,0
P49137,CHEMBL1990415,0
P49760,CHEMBL1990415,0
P49841,CHEMBL1990415,1
P51617,CHEMBL1990415,0
P51812,CHEMBL1990415,0
P51955,CHEMBL1990415,0
P51957,CHEMBL1990415,0
P53350,CHEMBL1990415,0
P53667,CHEMBL1990415,0
P53778,CHEMBL1990415,0
P68400,CHEMBL1990415,0
P78368,CHEMBL1990415,0
Q00535,CHEMBL1990415,0
Q05513,CHEMBL1990415,0
Q05655,CHEMBL1990415,0
Q12851,CHEMBL1990415,0
Q13153,CHEMBL1990415,0
Q13188,CHEMBL1990415,0
Q13464,CHEMBL1990415,0
Q13554,CHEMBL1990415,0
Q13555,CHEMBL1990415,0
Q13557,CHEMBL1990415,0
Q13627,CHEMBL1990415,1
Q14012,CHEMBL1990415,0
Q15303,CHEMBL1990415,0
Q16513,CHEMBL1990415,0
Q16620,CHEMBL1990415,0
Q16644,CHEMBL1990415,0
Q5VT25,CHEMBL1990415,0
Q7KZI7,CHEMBL1990415,0
Q7L7X3,CHEMBL1990415,0
Q86V86,CHEMBL1990415,0
Q8N4C8,CHEMBL1990415,0
Q8NE63,CHEMBL1990415,0
Q8TDC3,CHEMBL1990415,0
Q96GD4,CHEMBL1990415,0
Q96KB5,CHEMBL1990415,0
Q96SB4,CHEMBL1990415,0
Q9BZL6,CHEMBL1990415,0
Q9H2G2,CHEMBL1990415,0
Q9H2X6,CHEMBL1990415,0
Q9H4B4,CHEMBL1990415,0
Q9HAZ1,CHEMBL1990415,1
Q9HBH9,CHEMBL1990415,0
Q9HBY8,CHEMBL1990415,0
Q9HCP0,CHEMBL1990415,0
Q9NR20,CHEMBL1990415,0
Q9NYL2,CHEMBL1990415,0
Q9UEE5,CHEMBL1990415,0
Q9Y243,CHEMBL1990415,0
Q9Y4K4,CHEMBL1990415,0
Q9Y6M4,CHEMBL1990415,0
O00418,CHEMBL1991356,0
O00444,CHEMBL1991356,0
O14757,CHEMBL1991356,0
O15075,CHEMBL1991356,0
O15264,CHEMBL1991356,0
O15530,CHEMBL1991356,0
O43781,CHEMBL1991356,0
O75116,CHEMBL1991356,0
O75582,CHEMBL1991356,0
O94806,CHEMBL1991356,0
O95819,CHEMBL1991356,1
O96013,CHEMBL1991356,0
P00533,CHEMBL1991356,0
P04629,CHEMBL1991356,0
P05129,CHEMBL1991356,0
P06213,CHEMBL1991356,0
P06239,CHEMBL1991356,0
P06493,CHEMBL1991356,0
P07332,CHEMBL1991356,0
P07333,CHEMBL1991356,0
P08069,CHEMBL1991356,0
P08581,CHEMBL1991356,0
P08922,CHEMBL1991356,0
P11309,CHEMBL1991356,1
P11362,CHEMBL1991356,0
P12931,CHEMBL1991356,0
P15735,CHEMBL1991356,0
P17612,CHEMBL1991356,0
P22607,CHEMBL1991356,0
P23443,CHEMBL1991356,0
P24941,CHEMBL1991356,0
P27448,CHEMBL1991356,0
P28482,CHEMBL1991356,0
P29317,CHEMBL1991356,0
P29597,CHEMBL1991356,0
P30530,CHEMBL1991356,0
P31749,CHEMBL1991356,0
P31751,CHEMBL1991356,0
P35916,CHEMBL1991356,0
P36888,CHEMBL1991356,0
P41743,CHEMBL1991356,0
P42679,CHEMBL1991356,0
P42685,CHEMBL1991356,0
P45984,CHEMBL1991356,0
P48729,CHEMBL1991356,0
P48730,CHEMBL1991356,1
P49137,CHEMBL1991356,0
P49760,CHEMBL1991356,0
P49840,CHEMBL1991356,0
P49841,CHEMBL1991356,0
P51617,CHEMBL1991356,0
P51812,CHEMBL1991356,0
P51955,CHEMBL1991356,0
P51957,CHEMBL1991356,0
P52333,CHEMBL1991356,0
P53350,CHEMBL1991356,0
P53778,CHEMBL1991356,0
P68400,CHEMBL1991356,0
P78368,CHEMBL1991356,0
Q00535,CHEMBL1991356,0
Q05513,CHEMBL1991356,0
Q05655,CHEMBL1991356,0
Q06418,CHEMBL1991356,0
Q12851,CHEMBL1991356,0
Q13153,CHEMBL1991356,0
Q13188,CHEMBL1991356,0
Q13237,CHEMBL1991356,0
Q13464,CHEMBL1991356,0
Q13554,CHEMBL1991356,0
Q13555,CHEMBL1991356,0
Q13557,CHEMBL1991356,0
Q13627,CHEMBL1991356,0
Q13882,CHEMBL1991356,0
Q13976,CHEMBL1991356,0
Q14012,CHEMBL1991356,0
Q14289,CHEMBL1991356,0
Q14680,CHEMBL1991356,0
Q15303,CHEMBL1991356,0
Q16513,CHEMBL1991356,0
Q16620,CHEMBL1991356,0
Q16644,CHEMBL1991356,0
Q5VT25,CHEMBL1991356,0
Q7KZI7,CHEMBL1991356,0
Q7L7X3,CHEMBL1991356,0
Q86V86,CHEMBL1991356,0
Q8N4C8,CHEMBL1991356,0
Q8NE63,CHEMBL1991356,0
Q8TDC3,CHEMBL1991356,0
Q96GD4,CHEMBL1991356,0
Q96KB5,CHEMBL1991356,0
Q96SB4,CHEMBL1991356,0
Q9BWU1,CHEMBL1991356,0
Q9BZL6,CHEMBL1991356,0
Q9H2G2,CHEMBL1991356,0
Q9H2X6,CHEMBL1991356,0
Q9H3Y6,CHEMBL1991356,0
Q9H4B4,CHEMBL1991356,0
Q9HAZ1,CHEMBL1991356,1
Q9HBH9,CHEMBL1991356,0
Q9HBY8,CHEMBL1991356,0
Q9HCP0,CHEMBL1991356,0
Q9NR20,CHEMBL1991356,0
Q9NWZ3,CHEMBL1991356,0
Q9NYL2,CHEMBL1991356,0
Q9UEE5,CHEMBL1991356,1
Q9Y243,CHEMBL1991356,0
Q9Y4K4,CHEMBL1991356,0
Q9Y6M4,CHEMBL1991356,0
O00418,CHEMBL1991434,0
O00444,CHEMBL1991434,0
O14757,CHEMBL1991434,0
O14920,CHEMBL1991434,0
O14965,CHEMBL1991434,0
O15075,CHEMBL1991434,0
O15111,CHEMBL1991434,0
O15264,CHEMBL1991434,0
O15530,CHEMBL1991434,0
O43781,CHEMBL1991434,0
O75116,CHEMBL1991434,0
O75582,CHEMBL1991434,0
O94806,CHEMBL1991434,0
O95819,CHEMBL1991434,0
O96013,CHEMBL1991434,0
O96017,CHEMBL1991434,0
P00533,CHEMBL1991434,0
P04629,CHEMBL1991434,0
P05129,CHEMBL1991434,0
P06213,CHEMBL1991434,0
P06239,CHEMBL1991434,0
P06493,CHEMBL1991434,0
P07332,CHEMBL1991434,0
P07333,CHEMBL1991434,0
P07948,CHEMBL1991434,0
P08581,CHEMBL1991434,0
P08922,CHEMBL1991434,0
P11309,CHEMBL1991434,1
P11362,CHEMBL1991434,0
P12931,CHEMBL1991434,0
P15735,CHEMBL1991434,0
P16591,CHEMBL1991434,0
P17612,CHEMBL1991434,0
P22607,CHEMBL1991434,0
P23443,CHEMBL1991434,0
P27448,CHEMBL1991434,0
P28482,CHEMBL1991434,0
P29317,CHEMBL1991434,0
P29597,CHEMBL1991434,0
P30530,CHEMBL1991434,0
P31749,CHEMBL1991434,0
P31751,CHEMBL1991434,0
P35916,CHEMBL1991434,0
P35968,CHEMBL1991434,0
P36888,CHEMBL1991434,0
P42679,CHEMBL1991434,0
P42685,CHEMBL1991434,0
P43405,CHEMBL1991434,0
P45983,CHEMBL1991434,0
P45984,CHEMBL1991434,0
P48729,CHEMBL1991434,0
P48730,CHEMBL1991434,0
P49137,CHEMBL1991434,0
P49760,CHEMBL1991434,0
P49840,CHEMBL1991434,0
P49841,CHEMBL1991434,0
P51617,CHEMBL1991434,0
P51812,CHEMBL1991434,0
P51955,CHEMBL1991434,0
P51957,CHEMBL1991434,0
P52333,CHEMBL1991434,0
P53350,CHEMBL1991434,0
P53667,CHEMBL1991434,0
P53778,CHEMBL1991434,0
P68400,CHEMBL1991434,1
P78368,CHEMBL1991434,0
Q00535,CHEMBL1991434,0
Q05397,CHEMBL1991434,0
Q05513,CHEMBL1991434,0
Q05655,CHEMBL1991434,0
Q06418,CHEMBL1991434,0
Q08881,CHEMBL1991434,0
Q12851,CHEMBL1991434,0
Q13131,CHEMBL1991434,0
Q13153,CHEMBL1991434,0
Q13188,CHEMBL1991434,0
Q13237,CHEMBL1991434,0
Q13464,CHEMBL1991434,0
Q13554,CHEMBL1991434,0
Q13555,CHEMBL1991434,0
Q13557,CHEMBL1991434,0
Q13627,CHEMBL1991434,0
Q13882,CHEMBL1991434,0
Q13976,CHEMBL1991434,0
Q14012,CHEMBL1991434,0
Q14289,CHEMBL1991434,0
Q14680,CHEMBL1991434,0
Q15303,CHEMBL1991434,0
Q16513,CHEMBL1991434,0
Q16620,CHEMBL1991434,0
Q16644,CHEMBL1991434,0
Q5VT25,CHEMBL1991434,0
Q7KZI7,CHEMBL1991434,0
Q7L7X3,CHEMBL1991434,0
Q86V86,CHEMBL1991434,1
Q8IW41,CHEMBL1991434,0
Q8N4C8,CHEMBL1991434,0
Q8NE63,CHEMBL1991434,0
Q8TDC3,CHEMBL1991434,0
Q96GD4,CHEMBL1991434,0
Q96KB5,CHEMBL1991434,0
Q96PF2,CHEMBL1991434,0
Q96SB4,CHEMBL1991434,0
Q9BXA7,CHEMBL1991434,0
Q9BZL6,CHEMBL1991434,0
Q9H2G2,CHEMBL1991434,0
Q9H2X6,CHEMBL1991434,0
Q9H3Y6,CHEMBL1991434,0
Q9H4B4,CHEMBL1991434,0
Q9HAZ1,CHEMBL1991434,0
Q9HBH9,CHEMBL1991434,0
Q9HBY8,CHEMBL1991434,0
Q9HCP0,CHEMBL1991434,0
Q9NR20,CHEMBL1991434,0
Q9NWZ3,CHEMBL1991434,0
Q9NYL2,CHEMBL1991434,0
Q9P1W9,CHEMBL1991434,1
Q9UEE5,CHEMBL1991434,0
Q9UM73,CHEMBL1991434,1
Q9Y243,CHEMBL1991434,0
Q9Y4K4,CHEMBL1991434,0
Q9Y6M4,CHEMBL1991434,0
O00418,CHEMBL1992555,0
O00444,CHEMBL1992555,0
O14757,CHEMBL1992555,0
O15075,CHEMBL1992555,0
O15264,CHEMBL1992555,0
O15530,CHEMBL1992555,0
O43781,CHEMBL1992555,0
O75116,CHEMBL1992555,1
O94806,CHEMBL1992555,0
O95819,CHEMBL1992555,0
O96013,CHEMBL1992555,0
P05129,CHEMBL1992555,0
P06213,CHEMBL1992555,0
P06239,CHEMBL1992555,0
P06493,CHEMBL1992555,0
P08581,CHEMBL1992555,0
P11309,CHEMBL1992555,0
P11362,CHEMBL1992555,0
P15735,CHEMBL1992555,0
P17612,CHEMBL1992555,0
P23443,CHEMBL1992555,0
P24941,CHEMBL1992555,0
P27448,CHEMBL1992555,0
P28482,CHEMBL1992555,0
P29317,CHEMBL1992555,0
P31749,CHEMBL1992555,0
P31751,CHEMBL1992555,0
P35916,CHEMBL1992555,0
P41743,CHEMBL1992555,0
P45984,CHEMBL1992555,1
P48729,CHEMBL1992555,0
P48730,CHEMBL1992555,0
P49137,CHEMBL1992555,0
P49760,CHEMBL1992555,0
P49840,CHEMBL1992555,0
P49841,CHEMBL1992555,0
P51617,CHEMBL1992555,0
P51812,CHEMBL1992555,0
P51955,CHEMBL1992555,0
P51957,CHEMBL1992555,0
P53350,CHEMBL1992555,0
P53778,CHEMBL1992555,0
P68400,CHEMBL1992555,0
P78368,CHEMBL1992555,0
Q00535,CHEMBL1992555,0
Q05513,CHEMBL1992555,0
Q05655,CHEMBL1992555,0
Q12851,CHEMBL1992555,0
Q13153,CHEMBL1992555,0
Q13188,CHEMBL1992555,0
Q13464,CHEMBL1992555,1
Q13554,CHEMBL1992555,0
Q13555,CHEMBL1992555,0
Q13557,CHEMBL1992555,0
Q13627,CHEMBL1992555,0
Q14012,CHEMBL1992555,0
Q15303,CHEMBL1992555,0
Q16513,CHEMBL1992555,0
Q16620,CHEMBL1992555,0
Q16644,CHEMBL1992555,0
Q5VT25,CHEMBL1992555,0
Q7KZI7,CHEMBL1992555,0
Q7L7X3,CHEMBL1992555,0
Q86V86,CHEMBL1992555,0
Q8N4C8,CHEMBL1992555,0
Q8NE63,CHEMBL1992555,0
Q8TDC3,CHEMBL1992555,0
Q96GD4,CHEMBL1992555,0
Q96KB5,CHEMBL1992555,0
Q96SB4,CHEMBL1992555,0
Q9BZL6,CHEMBL1992555,0
Q9H2G2,CHEMBL1992555,0
Q9H2X6,CHEMBL1992555,0
Q9H4B4,CHEMBL1992555,0
Q9HAZ1,CHEMBL1992555,0
Q9HBH9,CHEMBL1992555,0
Q9HBY8,CHEMBL1992555,0
Q9HCP0,CHEMBL1992555,0
Q9NR20,CHEMBL1992555,0
Q9NWZ3,CHEMBL1992555,0
Q9NYL2,CHEMBL1992555,0
Q9UEE5,CHEMBL1992555,0
Q9Y243,CHEMBL1992555,0
Q9Y4K4,CHEMBL1992555,0
Q9Y6M4,CHEMBL1992555,0
O00418,CHEMBL1994864,0
O00444,CHEMBL1994864,0
O14757,CHEMBL1994864,1
O14965,CHEMBL1994864,0
O15075,CHEMBL1994864,0
O15264,CHEMBL1994864,0
O15530,CHEMBL1994864,0
O43293,CHEMBL1994864,0
O43781,CHEMBL1994864,0
O60674,CHEMBL1994864,0
O75116,CHEMBL1994864,0
O75582,CHEMBL1994864,0
O94806,CHEMBL1994864,0
O95819,CHEMBL1994864,0
O96013,CHEMBL1994864,0
