drug_id,uniprot_id,interaction
DB13016,P43119,0
DB07149,P11388,0
DB02309,P34903,0
DB05171,P49768,1
DB08599,P39900,1
DB17191,P08581,1
DB08142,P24941,1
DB02255,Q04206,0
DB04813,P08588,0
DB01186,Q06187,0
DB01830,P12931,1
DB16353,P23467,1
DB00360,P16234,0
DB17041,P16234,1
DB14935,P42336,1
DB12280,P04150,1
DB05944,P22748,0
DB15462,P25963,1
DB09185,P23975,1
DB09038,P20831,0
DB01758,P20831,0
DB13132,Q08210,1
DB00713,P07477,0
DB01619,P35367,1
DB09383,O60760,0
DB02888,P62942,1
DB08996,P9WPB5,0
DB03804,P04183,1
DB18954,P07550,0
DB01388,P54284,1
DB00278,P30518,0
DB06684,P21917,0
DB12190,P0AC13,1
DB01406,P14867,0
DB12817,P08172,0
DB06448,P62136,0
DB00188,P20618,1
DB16272,Q06187,1
DB16191,Q92731,0
DB13995,P68871,1
DB09047,P11388,1
DB04828,P08254,0
DB00837,O75899,1
DB00227,P04035,1
DB00961,Q9Y5Y9,1
DB01992,P04035,1
DB11619,P30968,1
DB02659,P50406,0
DB00939,P35367,0
DB08065,P98170,0
DB00808,P51787,1
DB14856,Q96S37,1
DB00530,P0A749,0
DB04813,P10613,0
DB11823,P45984,0
DB15670,P28702,0
DB01142,Q08210,0
DB00306,P48169,1
DB00244,P17787,0
DB12392,Q13547,1
DB01144,P49841,0
DB00886,P17301,0
DB03428,P24941,1
DB00318,P41143,1
DB11993,P30939,0
DB00398,P43115,0
DB00268,P14416,1
DB14074,Q8T6S0,1
DB05969,P23219,0
DB01352,P31644,1
DB00589,O43451,0
DB14043,P23219,0
DB11672,P35228,1
DB02419,P14416,0
DB08896,P02919,0
DB01278,P55263,0
DB13020,P03956,1
DB00675,P17252,1
DB01472,P35367,0
DB04794,P10613,1
DB05087,P14867,1
DB00308,P15917,0
DB00193,Q92731,0
DB00748,P35367,1
DB04263,P11926,1
DB02134,P29275,1
DB11774,Q09428,0
DB02938,P04054,1
DB07412,P30872,0
DB11724,Q02880,0
DB15003,P03366,0
DB14924,P42680,1
DB02282,P62508,0
DB06119,P34969,0
DB00357,P05108,1
DB13985,P30874,1
DB00575,P35372,0
DB11838,P17787,0
DB06016,P08253,0
DB12309,P0AC13,0
DB00565,P15538,0
DB01791,P27815,1
DB04149,P00797,0
DB11619,P03372,1
DB12314,Q9HBH1,1
DB17757,O00757,0
DB16770,P49327,1
DB01405,P20831,1
DB16240,P51681,1
DB09088,P11362,0
DB00218,P49354,0
DB12441,P04629,1
DB00241,P48169,1
DB12745,P00797,0
DB00470,P21554,1
DB01380,Q9HBH1,0
DB09195,P08913,1
DB12096,O00763,1
DB05905,Q99707,0
DB09288,Q8IXJ6,0
DB01160,P43088,1
DB15385,O75311,0
DB01647,Q07343,1
DB06454,P00747,0
DB05944,P00533,1
DB01162,P14324,0
DB01784,P00918,1
DB01332,P03372,0
DB11679,P72525,0
DB12876,P35462,0
DB02803,P00797,1
DB12569,Q96CA5,0
DB15275,P0AD65,0
DB15295,P21817,0
DB19199,O60885,1
DB01606,P41143,0
DB14879,P17252,0
DB00395,P35354,0
DB01466,P0AES6,0
DB13044,Q15858,0
DB00371,Q05586,0
DB05422,P28222,0
DB01766,P00734,1
DB00247,P34969,1
DB07593,P20309,0
DB16076,P43235,0
DB00837,P10721,0
DB05107,Q14654,0
DB00669,Q14524,0
DB01325,Q13698,0
DB09078,P49841,0
DB12511,Q07869,1
DB05327,P15121,1
DB15640,P14416,0
DB01278,O60896,1
DB03367,P39900,1
DB03777,P53778,1
DB01759,P08581,0
DB14733,P41143,0
DB00743,P02768,1
DB12369,P17252,1
DB03466,P13631,1
DB00201,P0DMS8,1
DB01427,P08912,0
DB02220,Q15759,0
DB00252,P35498,1
DB06579,P0A3M6,0
DB08653,P08913,0
DB00374,P25024,0
DB00368,P35348,1
DB09289,P35372,1
DB07767,P31645,0
DB13146,P07101,0
DB14803,Q07343,0
DB04393,Q99683,0
DB04616,P36544,0
DB11155,Q6GI75,1
DB07102,P09960,1
DB03849,Q15722,0
DB11966,P26664,1
DB02518,P03372,0
DB00953,P28221,1
DB14054,P11217,1
DB07159,P00915,0
DB01073,P00813,1
DB00303,P05067,0
DB04918,Q7DHH4,1
DB14859,P04818,1
DB06738,P35372,1
DB16995,P08908,0
DB05992,P30988,0
DB05708,P29371,0
DB12886,P35372,1
DB03270,P07225,0
DB13954,P47869,0
DB06193,P11362,0
DB11367,P31645,0
DB00865,P35348,1
DB08182,P24941,1
DB02379,P54289,0
DB04878,O96017,0
DB13343,O14965,0
DB01548,P00918,0
DB02878,Q9NR97,0
DB06235,Q13698,0
DB04133,P00807,1
DB00368,P10275,0
DB15048,P13866,1
DB05444,P10275,0
DB03777,P06239,1
DB00952,P26664,0
DB17029,P18089,0
DB00498,P07949,0
DB02589,P03372,0
DB00259,P21439,0
DB07512,P15056,0
DB16138,P11387,1
DB00910,P18089,0
DB00368,P08588,1
DB01951,P35498,0
DB00926,P12821,0
DB15494,P07098,0
DB01328,P02919,1
DB01110,Q15303,0
DB11851,P07948,1
DB00777,P40926,0
DB08568,P31749,1
DB00361,P07437,1
DB11943,P0AES4,1
DB00418,P31644,1
DB09296,P28702,0
DB01396,Q96RI1,0
DB00732,Q15822,1
DB00295,P49767,0
DB11665,P00533,1
DB09079,P43681,0
DB09060,P0AD64,1
DB11725,P35367,1
DB01246,O14965,0
DB00814,P35354,1
DB12025,Q01201,1
DB00411,Q15822,1
DB14989,P49674,1
DB14018,P30542,1
DB04474,P07148,1
DB04938,P42345,0
DB08875,P07949,1
DB06472,P08514,1
DB09079,P35916,1
DB04577,P10613,0
DB04786,Q9Y251,1
DB04348,P28472,0
DB00559,Q8WW43,0
DB00619,P09619,1
DB13041,P26664,1
DB04256,P41594,1
DB16159,Q96BI3,1
DB12417,P30518,0
DB00492,P08172,0
DB11986,P04629,1
DB04915,P14867,0
DB09570,P28074,1
DB00505,P20309,1
DB12558,P21802,1
DB05289,Q9NZ42,1
DB12411,P0DTC2,1
DB12527,P05556,0
DB12110,P41595,1
DB00184,P17787,1
DB00819,P42345,0
DB12675,Q13639,1
DB09231,O43497,1
DB00429,P43088,1
DB05431,P09917,1
DB09101,P03366,1
DB06663,P03372,0
DB02795,P30411,0
DB12204,P21731,1
DB06684,P55017,0
DB11911,P23219,0
DB02546,Q92769,1
DB01454,P23975,1
DB00750,P10721,0
DB06814,P22303,0
DB00901,P07550,1
DB00383,Q15722,0
DB12037,P26664,1
DB16823,P06276,0
DB00252,Q7Z2W7,0
DB01576,Q05940,1
DB12478,P35968,0
DB05171,Q9NZ42,1
DB06663,P35346,1
DB00622,P54289,1
DB13873,P27815,0
DB06358,P0ABQ4,1
DB00880,P00915,1
DB06412,P41143,0
DB04967,Q02880,1
DB06777,Q96RI1,1
DB07926,O75173,1
DB06436,P11474,0
DB00829,P12931,0
DB12948,P23921,1
DB00817,P0AFI2,1
DB15431,P49841,0
DB03462,P35498,0
DB01085,P08912,1
DB09204,P07550,1
DB02500,Q9Y5N1,0
DB01221,P36544,1
DB12282,P08172,0
DB04400,P35228,1
DB08954,Q05586,1
DB01064,P07550,1
DB06626,P23219,0
DB01070,P41145,0
DB12817,P11229,0
DB17140,P10721,1
DB13262,P35372,0
DB12724,P26664,1
DB00295,P14416,0
DB01364,P08588,1
DB03782,P00749,1
DB01415,P21397,0
DB16039,Q02108,0
DB00418,P48169,1
DB00935,Q07343,0
DB15355,P29275,0
DB04198,P02919,0
DB15291,P01042,0
DB01496,P36544,1
DB14059,P04150,0
DB01351,P47869,1
DB12130,P03372,0
DB00517,P11229,1
DB11466,P05112,1
DB00794,P14867,1
DB12015,P42336,1
DB01064,P47869,0
DB01388,Q01668,1
DB09186,P23219,0
DB02669,P00740,0
DB00745,Q01959,1
DB15003,P37231,0
DB01227,P35372,1
DB01445,P34969,1
DB00605,P15121,1
DB00191,P14061,0
DB13089,P12931,0
DB08951,P25024,1
DB14581,O43613,0
DB04796,P11473,1
DB01509,Q01959,1
DB05984,P35968,1
DB17026,Q02880,1
DB12478,P14416,1
DB12354,P23219,1
DB13552,P23946,1
DB03980,Q16539,1
DB09320,P0AEB2,1
DB12569,P0DMS8,1
DB01189,P42261,1
DB05038,P18505,0
DB00241,P34903,1
DB01893,P12931,1
DB08156,P23416,0
DB00751,P35367,1
DB16250,P00533,1
DB00867,P28222,0
DB04264,P35348,0
DB12135,P25025,1
DB14723,P04629,1
DB07556,P42574,0
DB00304,P98170,0
DB00831,P0DP24,1
DB00477,P08588,0
DB08864,Q9Y5Y9,1
DB00323,P21964,1
DB02878,P13716,1
DB02282,P06239,0
DB06707,P35348,1
DB00570,P07437,1
DB00725,P20309,1
DB09079,P22607,1
DB06795,P00918,1
DB08382,Q9NWM0,0
DB06176,Q92769,1
DB07286,Q01959,0
DB07556,P50281,1
DB00740,Q9UPY5,1
DB06589,P23921,0
DB00574,P31645,1
DB17999,P02766,1
DB01239,P28223,1
DB01236,P42261,1
DB06536,P37231,1
DB04652,P08235,1
DB11611,P18031,0
DB04711,P35354,0
DB02044,P29475,1
DB19090,P00734,0
DB00437,P49768,0
DB11740,Q9X6V3,0
DB08846,P21397,0
DB06600,P28221,0
DB06691,P35367,1
DB12107,P08588,0
DB01880,P09917,1
DB13751,P01375,1
DB07145,P22894,1
DB08895,P00915,0
DB06536,P00749,0
DB12275,P05093,1
DB13715,Q99808,1
DB00725,P08173,1
DB00812,Q02750,0
DB00193,P23975,1
DB06729,P11802,0
DB12116,P40763,1
DB01006,Q7Z2W7,0
DB16315,P12268,0
DB00995,O95718,1
DB16495,P13500,0
DB01173,P23975,1
DB12415,P08908,0
DB12370,O15399,0
DB05444,P0DMV9,1
DB01120,P49759,0
DB04858,Q02880,1
DB03661,P11362,0
DB00330,P9WNL9,1
DB17749,P9WGY9,0
DB03966,Q02880,1
DB01023,P18825,0
DB06288,P13945,0
DB16137,O00329,1
DB01342,P30556,1
DB06697,P05023,1
DB15581,P43681,0
DB06193,P11388,1
DB09167,P21589,0
DB09401,P07339,0
DB00295,P41143,1
DB17101,P20711,0
DB15010,P14416,0
DB12466,P16753,0
DB08490,P45452,1
DB08873,P10635,0
DB01101,Q02880,0
DB00493,P35354,0
DB00822,P30518,0
DB00786,P11229,0
DB04974,P29474,0
DB01579,P35348,1
DB12278,O43570,0
DB00463,P14867,1
DB00242,Q07864,1
DB00444,P21589,0
DB01630,P08253,1
DB00726,P13716,0
DB06460,P24530,1
DB11697,P52333,1
DB00331,P37231,0
DB07641,P21397,1
DB09085,P08908,0
DB11859,P47870,1
DB14104,Q01959,0
DB00405,P27815,0
DB01645,Q92731,1
DB08691,P10828,0
DB00650,P00374,1
DB05992,P49770,1
DB01155,P20831,1
DB12082,Q12809,1
DB16825,Q8WW43,1
DB07718,P23975,0
DB00988,P35367,0
DB08901,P23219,0
DB01837,P09960,0
DB15327,P08908,0
DB14840,P10721,1
DB00937,P31645,1
DB12357,P11802,0
DB15137,P10828,1
DB05513,P04150,0
DB00292,O75762,0
DB04377,P35968,0
DB07133,Q96S37,0
DB16153,O14980,1
DB07123,Q8NET8,0
DB01043,Q05586,1
DB04066,P30872,0
DB15446,P02585,0
DB02255,P39900,1
DB12126,P17948,0
DB13781,O00206,0
DB02921,O60896,0
DB00721,P46098,1
DB09211,P43116,1
DB12036,P00533,1
DB14805,Q04609,1
DB12961,Q15722,1
DB04462,Q9F663,0
DB05155,Q16288,0
DB02057,P08908,0
DB04849,P35968,1
DB07767,P14061,0
DB06685,P14416,0
DB00896,Q07869,0
DB00570,Q13885,1
DB04855,P18825,1
DB01085,P08172,1
DB04795,Q13224,0
DB00368,P08913,1
DB07983,P28221,0
DB06134,P23415,0
DB06741,O75311,1
DB09068,P31645,1
DB08044,P50579,0
DB13757,P13945,1
DB00398,P10721,1
DB01355,P00749,0
DB00786,O60882,1
DB08490,P03956,1
DB12027,Q00987,1
DB03849,P05023,0
DB07553,Q92769,1
DB03691,P25779,1
DB08094,P48169,0
DB02546,O15379,1
DB01242,P45983,0
DB01198,Q13698,0
DB00855,P13716,1
DB12184,P08908,1
DB13872,P14867,1
DB01497,P41143,1
DB00241,P14867,1
DB16335,O14746,0
DB18252,P03366,0
DB03033,P12931,0
DB12026,P24385,0
DB12355,P52333,0
DB08807,P07550,1
DB06595,P36888,1
DB01064,P13945,1
DB00817,P27487,0
DB07050,O43570,1
DB15254,P10398,1
DB00929,P48736,0
DB12340,O95749,0
DB08517,Q96S37,0
DB08398,P03372,1
DB07919,P37231,0
DB15106,P35348,0
DB06619,P16109,0
DB00567,P0A3M6,1
DB15651,Q02153,0
DB16221,P10275,1
DB11937,P35408,0
DB07423,P14867,0
DB07352,P68400,1
DB00205,P15328,1
DB04462,P26664,0
DB12644,P41594,1
DB08361,P43405,1
DB07145,O00329,0
DB09195,P28335,1
DB14086,P45984,0
DB08593,P23219,0
DB00376,P11229,1
DB15169,P11229,0
DB00779,P29474,0
DB09088,P56181,0
DB12440,P0DMS8,0
DB04769,P48736,1
DB04855,P18089,1
DB07842,P21802,0
DB09000,Q8TDS4,0
DB12429,P53778,1
DB00730,P00363,1
DB16133,P52333,1
DB14043,P34972,1
DB09071,P15538,0
DB06288,P34969,1
DB14879,Q51504,1
DB15954,P23415,1
DB12729,Q13936,0
DB02824,P11926,1
DB11274,P41595,1
DB03777,Q16539,1
DB00631,Q08289,0
DB17277,P41143,0
DB17046,P48736,1
DB06282,P35367,1
DB09078,P35916,1
DB18267,P35354,1
DB01548,P00533,0
DB06154,P45452,0
DB01614,P29474,0
DB07352,Q8WUI4,0
DB01090,P21728,0
DB04751,P08912,0
DB01445,P15121,0
DB02463,P11712,0
DB02297,P08473,0
DB00558,P14416,0
DB13169,P38435,0
DB00574,P28221,1
DB01577,P35869,0
DB16825,P09917,0
DB13559,P13945,1
DB09324,P00807,1
DB09201,P35354,0
DB01671,P16233,0
DB06609,Q16665,0
DB01207,P21731,1
DB08473,P22607,0
DB00607,P0A3M6,1
DB01209,P36544,0
DB11920,P16066,0
DB11918,P26358,1
DB14823,P04183,0
DB01329,Q9NZ42,0
DB04044,P28335,0
DB03044,Q14232,0
DB05959,Q16665,1
DB00509,P08172,0
DB00850,P21728,1
DB04714,P41145,0
DB08897,P08173,1
DB12745,P35372,0
DB12883,P31644,0
DB00223,P0DP24,0
DB09095,P12429,1
DB09273,P32238,0
DB04400,P21728,0
DB00627,P11229,0
DB14889,P11362,1
DB12967,P17707,1
DB02789,P43115,0
DB00374,P43681,0
DB11992,P00918,0
DB11315,P62942,0
DB01835,P35228,1
DB01202,Q00975,1
DB02893,P50579,1
DB05625,P61073,1
DB12072,P18507,0
DB15335,P27448,0
DB07658,P00734,1
DB12693,P00742,0
DB01148,P08172,1
DB00374,P31939,0
DB16891,O14965,1
DB05458,P14324,0
DB02451,P16233,1
DB00663,P11474,1
DB02911,P29474,1
DB05053,P29973,0
DB03841,P47989,1
DB00360,P17752,1
DB04880,P41143,0
DB09034,O43613,1
DB00925,Q13639,0
DB08893,P00749,0
DB00679,P28223,1
DB12543,P35372,1
DB00740,P35348,0
DB00128,Q05586,1
DB16332,P14867,0
DB15120,Q9Y5N1,1
DB13783,Q13547,0
DB02116,P03372,0
DB08339,P48736,0
DB08837,Q99808,0
DB01254,P42336,0
DB02589,Q72547,0
DB03541,P12931,0
DB08490,P25101,0
DB08916,P29274,0
DB08012,P23008,1
DB12789,P11387,0
DB12345,Q8TDV5,1
DB13345,P42262,0
DB06775,Q08209,0
DB18080,P29474,0
DB16162,P04150,1
DB12264,P03366,1
DB01624,P21728,1
DB08912,P04049,1
DB09064,Q07869,1
DB04315,P23415,0
DB04967,P27695,1
DB01126,P21554,0
DB19353,P22303,1
DB00244,P09917,1
DB04871,P28335,1
DB01671,P11387,0
DB14845,P23458,1
DB11560,Q9NSA0,1
DB19023,Q07869,1
DB08382,P27487,1
DB00852,P08913,1
DB00276,P50052,0
DB12627,O43570,0
DB05936,P29275,1
DB04837,Q9NYK1,0
DB17383,P11802,1
DB15133,P08581,1
DB07525,P11362,1
DB12128,P30556,0
DB00325,P30874,0
DB06288,P35462,1
DB00594,P37088,1
DB01303,Q14654,0
DB00939,P09917,1
DB12509,Q13131,1
DB09280,P13569,1
DB04852,P07355,0
DB11920,O75899,1
DB03709,P09960,0
DB12107,P14416,0
DB11774,P0A0K8,1
DB01544,P29475,0
DB17299,P03366,0
DB00120,Q05940,0
DB12139,Q9HBH1,0
DB00610,P35348,1
DB06156,P06213,1
DB12579,P14416,1
DB00540,P23975,1
DB17059,P29275,0
DB00786,P08254,1
DB12883,P28222,1
DB14979,Q9UQL6,1
DB00416,Q14524,0
DB04841,P35462,0
DB11691,P13945,0
DB15096,Q15822,1
DB13596,Q08210,1
DB16043,P43220,1
DB06973,P10275,1
DB11828,P04626,1
DB06609,P03372,0
DB16126,P41145,0
DB01161,P25101,0
DB12054,P14416,0
DB01298,P14416,0
DB12868,P11387,1
DB12948,Q15843,0
DB09167,P20831,0
DB00191,P29597,0
DB01327,P02919,1
DB11666,O00329,1
DB00674,P22303,1
DB00489,P07550,1
DB07428,Q9HBH1,0
DB01051,Q02880,1
DB15091,P23458,1
DB00182,P08913,0
DB02999,P31645,0
DB08883,P53350,0
DB14086,Q9ULX7,1
DB06016,P14416,1
DB07556,O75173,1
DB05075,P35367,0
DB07373,P11511,1
DB00751,P14416,0
DB00548,O96013,0
DB00799,P28702,1
DB00909,O95180,1
DB11763,P29597,0
DB01011,P15538,1
DB04462,P04049,0
DB00477,Q72547,0
DB01415,P11473,0
DB09078,Q07343,0
DB03462,P19971,1
DB08165,P30556,0
DB07078,O14757,1
DB03756,P23219,1
DB04462,P35367,0
DB06195,P24941,1
DB05265,Q8NFA2,1
DB11974,O14684,0
DB00523,P28702,1
DB01105,Q01959,1
DB13132,P17787,0
DB01130,P27487,0
DB06468,P19634,1
DB00875,P28223,1
DB00027,P0AC13,1
DB15685,P07949,1
DB04840,P23975,1
DB13106,O43451,1
DB00517,P35968,0
DB01956,P29274,0
DB15489,P12821,0
DB02697,P08254,1
DB01346,Q9U8D3,0
DB16095,Q13075,1
DB14128,P04035,1
DB08052,P12931,1
DB00820,O76074,1
DB09060,P08588,0
DB00292,P0A0K8,0
DB05624,O43474,0
DB03777,P28482,1
DB01085,Q13224,0
DB00312,P14867,1
DB14924,P52333,1
DB01396,P05026,1
DB01767,P00734,1
DB00568,Q05397,0
DB00808,P07550,0
DB09552,P21283,1
DB00599,P48736,0
DB12635,P05154,1
DB01075,P35367,1
DB13616,P35372,0
DB00463,P00918,0
DB01104,P11229,0
DB05864,P50579,1
DB02908,P06493,0
DB08828,P04054,0
DB11938,P28221,0
DB00346,P23219,0
DB02647,Q15858,0
DB06262,Q92542,0
DB14785,O43451,0
DB11181,P23975,0
DB16095,P18825,0
DB08896,P00519,1
DB00855,P50336,1
DB06713,P06401,1
DB05964,P26664,0
DB14911,Q8NER1,0
DB18054,O76083,0
DB15138,P00734,0
DB09195,P28223,1
DB02627,P00807,1
DB01081,P35372,1
DB04462,Q15759,1
DB06695,P04150,0
DB19177,P27815,0
DB08523,Q8NET8,0
DB01549,P30542,0
DB00312,P34903,1
DB01880,P14174,1
DB11691,Q14534,0
DB11925,P42345,1
DB00968,P25101,0
DB04835,P51681,1
DB13511,P28335,0
DB04868,P00519,1
DB09078,P17948,1
DB01625,P27487,0
DB14050,Q8NER1,1
DB15822,P07949,1
DB18773,Q9P0J0,1
DB11477,Q00534,0
DB11259,P49841,0
DB00547,P11474,1
DB05524,P00533,1
DB06262,P18089,1
DB08839,P50406,1
DB02567,P12931,1
DB12883,P40763,0
DB12235,P03372,1
DB07615,P06401,0
DB19372,Q9H2S1,1
DB14975,P69905,1
DB04786,P31645,0
DB00239,P10613,1
DB03756,P00533,0
DB11978,P42345,1
DB12480,P04293,1
DB00210,P17117,0
DB00244,P14416,0
DB01414,P30542,0
DB00263,P07550,0
DB14128,Q16602,0
DB00370,P08913,1
DB02778,O00757,1
DB14672,O95718,0
DB00218,Q9HBH1,0
DB17021,Q58F21,1
DB13146,Q9UM01,1
DB13070,P21554,1
DB16838,P07333,1
DB11800,P23975,0
DB00190,P04035,0
DB09053,Q06187,1
DB01997,P29474,1
DB00626,P14735,1
DB18865,P04049,1
DB01395,P10275,1
DB00533,Q16570,0
DB12539,P21980,1
DB15393,P35968,1
DB00725,P11229,1
DB05103,P04150,0
DB00558,P27907,1
DB01110,P10613,1
DB11675,P0A0K8,0
DB01161,P35498,1
DB14982,P31749,1
DB07352,P18031,0
DB05511,P0DMS8,1
DB16825,P49768,1
DB12883,Q13936,0
DB01260,P26664,0
DB04942,P20309,0
DB12128,Q9Y5S1,0
DB01352,Q13639,0
DB12518,P14416,1
DB08837,Q86W47,1
DB12903,Q04609,0
DB09065,P08684,1
DB05660,P20309,0
DB06712,P54289,1
DB08910,P35372,0
DB19177,Q16853,1
DB12148,P25779,1
DB06626,P00519,1
DB05034,P14677,0
DB02047,O00206,0
DB01235,P35462,1
DB14993,P14867,0
DB00193,P08913,1
DB00401,P00918,0
DB09289,Q9HBH1,0
DB11201,P09917,0
DB04880,Q92731,0
DB14065,P08183,1
DB16331,Q9Y2T6,0
DB01972,O76074,1
DB05667,P15538,1
DB15490,P14867,1
DB00451,P05106,1
DB19177,Q02750,0
DB12146,P30968,0
DB12400,P14416,0
DB09167,P28223,1
DB00797,P14416,1
DB11741,P22607,0
DB06626,O00757,0
DB12242,O14757,1
DB13094,P04150,0
DB12150,P56282,0
DB01580,Q15822,0
DB06666,P0DP25,0
DB04795,Q16853,0
DB13083,P22748,0
DB17036,P02768,0
DB00995,P62508,1
DB00596,P11474,1
DB16039,P27815,1
DB18007,P28335,0
DB04967,P04150,0
DB11886,P14061,0
DB12200,P0DMS8,0
DB08934,P14416,0
DB01352,P03372,0
DB00463,P34903,1
DB12046,P22455,0
DB09034,O43614,1
DB00867,Q13555,0
DB11425,P10275,1
DB15465,P11473,0
DB00330,P28566,0
DB17549,Q00987,1
DB00752,P21397,1
DB09224,Q7Z2W7,0
DB15106,P35968,1
DB06281,P11509,0
DB18041,P10721,1
DB12429,O14757,1
DB00475,P14867,1
DB13581,P0A0K8,0
DB04462,P17252,1
DB08484,O00757,1
DB00875,P43405,0
DB19255,O75762,1
DB14212,P35462,0
DB01327,P0AD65,1
DB12703,P48736,1
DB04863,Q13639,0
DB08454,P12931,1
DB07426,C7C422,0
DB12670,P30542,1
DB01140,P07437,0
DB09061,Q8WW43,0
DB01175,P11362,0
DB12025,Q00653,1
DB16768,P06239,1
DB12462,Q00534,0
DB01355,Q02108,0
DB07841,Q8DR59,0
DB12808,P13631,1
DB00014,Q13131,0
DB06663,P08588,0
DB00268,P04150,0
DB08895,Q9Y2T6,0
DB00997,P11387,1
DB12082,O60760,0
DB00883,P16066,1
DB06421,P11229,1
DB00739,O43570,0
DB02789,P11474,1
DB12483,P42336,1
DB16095,P21453,0
DB00233,P54710,0
DB01793,Q7Z5Q5,0
DB18122,P68871,1
DB12181,P11597,1
DB14068,P09619,0
DB09167,P01350,0
DB15130,P14677,0
DB01221,P29475,1
DB01019,P05023,0
DB01433,P35372,1
DB06402,P32297,1
DB07377,P29274,0
DB15499,P23458,1
DB09014,P28335,1
DB12798,Q8NET8,0
DB04339,P11229,0
DB00437,P30411,0
DB09183,Q9HBH1,0
DB04607,P53778,0
DB12452,P25025,0
DB06619,P03366,1
DB00274,P00742,0
DB00968,P14416,1
DB14128,P14416,0
DB17064,P23219,0
DB13064,P08913,1
DB00649,Q72547,1
DB11760,Q9UGN5,1
DB00159,Q8NET8,0
DB06666,P30518,1
DB05448,P10599,1
DB00716,Q9Y271,1
DB01558,P14867,1
DB08382,P43405,0
DB01795,P14867,0
DB02834,P30939,0
DB15229,Q00975,1
DB12134,P01350,0
DB01161,P22303,0
DB14923,P14867,0
DB15294,O60674,1
DB00683,P04150,0
DB00921,P68871,0
DB13874,P29474,0
DB11852,P26664,1
DB02999,P22455,0
DB08078,Q13698,0
DB01090,P30926,1
DB06626,P35968,1
DB00477,P35367,1
DB06133,Q8DR59,0
DB06832,Q92731,1
DB11814,P08235,1
DB01138,P35372,0
DB14723,Q16620,1
DB01208,P11388,1
DB06530,P31645,0
DB04253,P16083,1
DB01346,O14842,0
DB15009,Q04707,0
DB00627,P40261,1
DB00461,P35354,1
DB11328,P04035,0
DB03535,P48147,1
DB15149,P22455,1
DB15637,P09874,1
DB11807,P17787,1
DB07352,P19235,0
DB12428,O00311,0
DB00201,P08913,0
DB01415,Q96BI3,0
DB02622,P18031,1
DB09020,P31645,0
DB13262,P11473,0
DB12086,P09917,0
DB16159,P08588,0
DB00871,P07550,1
DB01915,P01024,1
DB06144,P00374,0
DB00398,P08173,0
DB06819,Q13547,1
DB06579,P30872,0
DB03305,P29474,1
DB01137,P0A0K8,1
DB00201,O95718,0
DB00210,P19793,1
DB06786,P54289,0
DB06603,P08588,0
DB00184,P36544,1
DB06589,P09619,1
DB02660,Q07343,1
DB06281,P11597,1
DB04400,P08908,0
DB01535,P41145,1
DB11920,P07948,0
DB08911,P30542,0
DB02900,P31645,0
DB15036,P35968,1
DB00559,P08913,0
DB13059,O14965,1
DB01577,P23975,1
DB01057,P22303,1
DB01268,P35968,1
DB00978,P23219,0
DB12001,P43115,0
DB01565,P35372,1
DB02553,P23458,0
DB00935,P0AES6,0
DB01018,P00918,0
DB01069,Q13936,0
DB09078,P08912,0
DB16911,P19838,0
DB04348,P11217,0
DB12831,P43235,0
DB00625,P0ABQ4,0
DB13063,Q01201,1
DB06731,Q01959,1
DB04883,P25101,1
DB12789,Q9NZ42,0
DB18968,P29371,1
DB06144,P28223,1
DB15568,P13569,0
DB01055,P13500,1
DB00508,P16234,0
DB09092,P40926,1
DB03777,P36888,0
DB15694,P08473,0
DB08889,P28062,1
DB01410,P08185,1
DB00747,P07355,0
DB01367,P10415,1
DB14918,P07451,0
DB00244,P35354,1
DB16056,P03372,0
DB11863,P23975,0
DB00219,Q14524,0
DB00383,P11362,0
DB01621,P08588,0
DB06682,P09172,0
DB00169,P35869,0
DB05458,P25101,0
DB12432,P28221,0
DB15106,P49286,0
DB00805,P48729,0
DB15219,Q9HBH9,1
DB02266,P54289,0
DB13182,P11474,1
DB01122,P22303,1
DB00728,Q15822,1
DB02126,P69905,1
DB08814,P35228,1
DB08168,P00918,0
DB12429,Q13464,1
DB11745,P21554,1
DB00604,P36888,0
DB11903,Q14416,0
DB06235,P0DP24,0
DB01467,P00918,0
DB01628,P35354,1
DB13060,P42261,0
DB18950,P16083,1
DB09085,P50750,0
DB12307,P08581,1
DB12110,P34969,1
DB08550,Q9UGN5,0
DB12395,P48067,0
DB00371,P47869,1
DB00348,P32754,1
DB00411,P34913,0
DB08951,P28223,0
DB00530,P00533,1
DB14128,P53004,1
DB00879,P06702,0
DB12986,P48736,1
DB01415,P02919,1
DB06536,P42345,0
DB00387,P41145,0
DB19170,P00734,0
DB11155,P37231,0
DB09225,P34969,1
DB00203,P11511,0
DB00575,Q9Y5N1,0
DB00430,P0A0K8,0
DB11845,P35968,1
DB12962,P35968,1
DB05713,P28223,0
DB00327,P41145,1
DB12962,P15056,0
DB11832,P16234,1
DB01956,P0A0K8,0
DB05998,Q9NZ42,0
DB00886,P08473,1
DB01426,Q14524,1
DB15281,P27361,1
DB11839,P22303,0
DB09242,Q13464,0
DB02091,P24941,1
DB06595,P52333,0
DB04522,Q02880,0
DB01744,P41145,0
DB00115,P22033,1
DB12511,P49767,0
DB00569,P00742,1
DB12385,P11387,1
DB01278,P35354,0
DB00462,P11229,1
DB00937,Q04609,0
DB04930,Q16678,0
DB01782,P33981,1
DB00870,Q16539,0
DB00985,P16066,0
DB07145,P50281,1
