drug_id,uniprot_id,interaction
DB01673,Q05603,0
DB12923,P13945,0
DB01972,Q9A5I5,1
DB18011,Q92633,1
DB00132,P0A927,0
DB00727,Q02153,1
DB09299,Q72547,1
DB01972,P31939,1
DB12742,P31751,0
DB15588,P01112,1
DB00458,P19652,1
DB17059,P10415,1
DB02758,P22748,0
DB08818,Q14520,1
DB01405,P49069,0
DB11732,P03372,0
DB08807,P35368,0
DB06685,P35348,0
DB00463,P0AC13,0
DB06457,P35367,1
DB04325,P41143,0
DB01226,Q15822,1
DB07628,P14618,1
DB04233,P31243,1
DB06156,P31645,1
DB01142,P13551,0
DB03755,P15925,1
DB14011,P23219,1
DB11672,P23280,1
DB03323,Q99571,0
DB00594,P37088,1
DB06346,P18825,0
DB00203,Q9NZQ7,1
DB07551,P20309,0
DB07108,P09382,0
DB04892,P0A2K1,0
DB03464,P29275,0
DB03763,P01584,0
DB08490,P15121,0
DB04395,Q9NZK7,0
DB00132,Q03181,1
DB08640,Q51911,0
DB00548,P31213,1
DB07516,P47229,1
DB07887,P53779,0
DB08235,P61160,1
DB06950,P05451,0
DB03026,P0AB74,1
DB06153,P9WP01,0
DB01708,Q99720,1
DB06148,P01148,0
DB01106,P47869,0
DB02078,Q5LRQ9,1
DB00244,P11309,0
DB12110,P28223,1
DB11560,Q96S37,1
DB04147,P25101,0
DB12010,P21554,0
DB01567,P30536,1
DB00229,Q8XJ01,1
DB03247,Q51990,1
DB06630,P11597,1
DB12010,P09466,0
DB08401,Q92731,0
DB00382,Q15842,0
DB04198,P0ABP8,1
DB11638,P24228,0
DB13983,P23975,0
DB15685,P08913,0
DB06871,P0AE18,0
DB01759,O67636,0
DB04216,Q9AIU0,1
DB08397,P18031,1
DB00890,P21453,0
DB02503,P00807,1
DB12666,P30536,1
DB11800,P31645,0
DB06195,P50613,1
DB02032,P18089,0
DB16214,P50406,1
DB11853,P30968,1
DB01101,Q7BK04,0
DB02001,P35232,0
DB01359,P08908,1
DB09089,P20309,1
DB16133,P08908,0
DB03435,Q9UPY5,0
DB04727,P39594,0
DB01021,P17612,0
DB11071,P35354,1
DB08868,P21453,1
DB09017,P24347,0
DB01971,Q13555,0
DB03760,Q99720,0
DB01137,P0A0K8,1
DB00848,P10696,1
DB00838,P04054,1
DB11782,P28566,0
DB03147,P21283,0
DB00408,P35368,1
DB04693,P09148,0
DB00355,P35368,0
DB08818,Q9Y5Y7,1
DB04339,Q16236,1
DB12165,P03420,1
DB08756,P61925,1
DB04610,P26281,1
DB04198,P20035,1
DB03814,P0A6Y5,1
DB13944,P09917,0
DB09229,P00811,0
DB00246,Q86WV6,0
DB08429,Q01959,0
DB12695,P9WNX1,0
DB00312,P47869,1
DB00493,P0A3M6,1
DB02899,P41020,1
DB07541,P32297,0
DB01987,Q9UNI1,0
DB16068,P22303,0
DB00715,P0AEK4,0
DB00383,P11229,1
DB03935,P10930,0
DB00555,P28223,1
DB04824,O75469,1
DB01023,P50579,0
DB00824,P0DMS8,1
DB11718,P03472,0
DB02580,P00183,0
DB15458,P14262,0
DB11201,P62750,0
DB13066,O43174,1
DB11195,O43174,0
DB02379,Q47644,1
DB08816,Q9H244,1
DB01600,P35354,1
DB08150,Q25634,0
DB00114,P07360,0
DB08238,P31327,0
DB04569,P43133,1
DB09028,Q15822,1
DB04482,P44490,1
DB00477,P04278,0
DB01393,P13100,0
DB00972,P04054,1
DB02430,P36673,1
DB04917,P21731,0
DB04510,P60174,1
DB12695,Q12874,1
DB01407,P13945,1
DB06148,Q9H3N8,1
DB08167,P22303,1
DB07183,P21728,0
DB04395,P41595,0
DB04395,P23367,1
DB08721,Q06187,0
DB12806,Q9Y5N1,1
DB00855,P04390,0
DB01112,Q8XJ01,1
DB12961,Q15722,1
DB17041,P14756,0
DB04051,P15085,0
DB01023,P00374,0
DB11275,P21728,1
DB04485,O75390,0
DB03676,Q47NK3,1
DB00716,Q9NS75,1
DB07664,O14965,0
DB07704,O95977,0
DB06707,P08913,1
DB04855,Q70GK9,0
DB04679,P16442,1
DB02379,P01574,1
DB11967,P07550,0
DB03804,P04183,1
DB08347,P0AD68,0
DB00721,Q02127,0
DB08078,Q9NPC1,0
DB13064,P08709,0
DB16884,Q8TDS4,1
DB06843,P11474,0
DB07613,P08588,0
DB07876,P61925,1
DB07083,P00734,1
DB09220,Q16774,0
DB04216,P06241,0
DB02746,P05364,0
DB00422,P00322,0
DB01992,Q9KEQ1,1
DB00162,P41222,1
DB09211,P35408,1
DB01210,P08588,1
DB02813,P50052,0
DB07335,P44801,0
DB03258,P51955,0
DB00875,Q13882,0
DB05708,P36544,1
DB06587,P0AE18,0
DB13954,O75469,1
DB01275,P13674,1
DB02910,O00311,0
DB06499,P11473,0
DB00248,P22262,0
DB01576,P09917,0
DB03147,P35372,0
DB01439,P27695,0
DB02709,P16050,1
DB03147,P77967,1
DB00505,P08172,1
DB00514,P02924,0
DB11638,P50250,1
DB00247,P35368,0
DB01992,P01834,0
DB04464,P46098,0
DB09288,P17844,0
DB08005,P14867,0
DB02758,Q9NZK7,1
DB02007,P31677,1
DB00630,P34913,0
DB00201,P35348,0
DB00201,Q83JC4,0
DB00157,P51649,1
DB08590,Q9NWZ3,1
DB02659,P01834,0
DB04131,Q54528,1
DB15038,Q16539,0
DB11582,O75311,1
DB03765,P20339,0
DB03531,P14920,1
DB01200,P35462,1
DB03112,P22629,1
DB08233,Q16134,0
DB02374,P07986,1
DB12491,O14842,1
DB03247,P00497,0
DB04147,Q9H3N8,0
DB12476,Q9X0D0,0
DB12193,P55210,0
DB03274,P0C0X8,0
DB01025,P80511,1
DB00656,P11444,0
DB08217,Q5L1E2,0
DB03777,Q7KQM4,0
DB00292,P18089,1
DB06235,Q04864,1
DB03171,P0A2K1,1
DB03499,Q57265,1
DB04326,P0AB87,1
DB03685,P30536,0
DB18213,Q86VZ5,1
DB15399,P31749,1
DB00869,P22748,1
DB02879,P29723,1
DB01137,P35462,0
DB00661,Q06432,1
DB03880,P22894,1
DB03814,P30044,0
DB08690,P28482,0
DB06229,P41595,1
DB03052,P24557,1
DB15407,P22303,0
DB02235,P23141,0
DB00619,P37231,0
DB08306,Q9KPI8,0
DB00477,P41145,0
DB05013,Q59560,0
DB01395,P05771,0
DB01283,P23219,1
DB02726,P00943,1
DB06619,P28720,0
DB12116,P03956,0
DB11619,P30542,0
DB03884,P39639,1
DB07080,Q9NQU5,0
DB00836,P00915,0
DB03256,Q9WY54,1
DB12549,P35372,0
DB08889,P20618,1
DB01202,P07478,0
DB02052,P28221,0
DB07082,P55055,1
DB02694,P9WIL5,1
DB07298,P18031,1
DB01226,P35348,0
DB07021,Q16280,0
DB03472,P0A9Z7,1
DB00461,P35354,1
DB04573,Q92731,1
DB03573,P25779,1
DB04555,P0A0Z8,1
DB01200,P07437,0
DB08818,P12461,0
DB08266,P08588,0
DB03279,P13631,1
DB18804,Q01201,1
DB04147,P0A6A8,0
DB03760,P10515,1
DB03962,P24941,0
DB16447,P12931,0
DB04272,Q9X0N8,1
DB08791,Q01693,0
DB00494,P21964,1
DB03467,Q15822,0
DB05271,P10415,0
DB00537,C3T8E2,1
DB00786,P20248,0
DB07542,Q13526,0
DB02472,P00813,1
DB01329,P35462,0
DB04324,Q16518,0
DB05171,P37231,0
DB11799,Q72547,1
DB01364,P43985,0
DB02595,P41052,1
DB02566,P29395,1
DB06700,Q9NWZ3,0
DB07744,P16544,0
DB07227,P49356,1
DB11759,Q8IB72,0
DB03148,O33199,1
DB01026,P50859,1
DB04209,P0A0N4,1
DB03467,Q16678,1
DB11455,P35372,0
DB07556,P08253,1
DB03976,P17538,1
DB15219,P24182,0
DB00836,P41143,1
DB01586,P05412,0
DB02272,P13716,1
DB01752,P25100,0
DB11666,P0AEZ1,0
DB02611,Q7L266,0
DB07738,P14867,0
DB09256,P04818,1
DB07894,P0A2K1,1
DB05103,Q13547,1
DB00320,P12461,0
DB03435,P16442,1
DB00157,O43677,1
DB01103,P28335,0
DB00381,P00734,0
DB01591,O95718,0
DB04716,P00811,0
DB13262,P25105,0
DB00421,P0AEB2,0
DB01332,P63208,0
DB09128,P28223,1
DB01054,P48443,0
DB02930,Q7BK04,1
DB11855,P11229,1
DB07394,P00918,0
DB03595,P07477,1
DB13983,P37231,0
DB00530,Q9NYX4,0
DB08453,P21728,0
DB08838,P48048,1
DB14086,P00918,1
DB04655,Q9HBH1,1
DB08126,P22894,0
DB00786,P08172,0
DB00490,P35354,0
DB07401,P00326,0
DB16080,P03372,1
DB09286,P09488,0
DB03816,O52806,0
DB09065,P08172,0
DB16079,P50579,1
DB00485,Q8TCC7,0
DB07110,O07529,0
DB07951,P0A2K1,1
DB04877,P35348,0
DB02431,P26396,1
DB02093,P08173,0
DB12010,P36507,1
DB05678,P34972,0
DB15219,O43353,0
DB12328,P62136,1
DB04514,P07998,1
DB07124,P17612,1
DB03950,P04190,0
DB11672,P56817,0
DB12110,P02818,0
DB01796,P30012,1
DB04233,P46098,0
DB11629,P43119,1
DB16133,Q9ULX7,0
DB04967,P23975,0
DB05152,P49768,0
DB12245,Q6IX08,1
DB08531,P24941,1
DB07795,Q01043,1
DB04855,P28223,0
DB02587,P18669,0
DB02855,P35232,0
DB01407,P08588,1
DB01915,P09211,1
DB01873,P28335,0
DB19123,P47869,0
DB00431,P09917,0
DB02042,Q53908,1
DB04405,P15121,0
DB12229,P50406,1
DB00988,P14416,1
DB00786,P14902,0
DB11913,P49841,1
DB15496,Q03181,0
DB07841,Q92696,1
DB09082,P07550,1
DB07617,P11509,1
DB08256,P34913,1
DB03449,P25105,0
DB00378,Q8ILE8,0
DB03016,O95168,0
DB03880,P28335,0
DB03780,P28720,1
DB01698,P16152,1
DB01788,P00797,0
DB01354,P31644,1
DB03910,P60063,0
DB07412,P14416,0
DB03053,Q00740,1
DB03461,P00325,1
DB14086,P15555,0
DB08571,P06820,1
DB06616,Q9ULX7,0
DB03461,Q04828,1
DB01353,O75469,0
DB03157,P0A884,1
DB02366,P07477,1
DB04747,Q6A8X5,1
DB09023,Q16647,0
DB04545,O85465,1
DB17383,P11802,1
DB15586,Q8TCC7,0
DB08155,P00915,1
DB00155,Q84EX5,0
DB04843,P01375,0
DB12348,P00915,1
DB01577,P08173,0
DB08554,Q5LI27,1
DB18950,P48169,0
DB00537,P12724,0
DB03342,P43133,0
DB12816,P28223,0
DB00157,P43235,0
DB12010,P04637,0
DB02153,Q08289,0
DB00924,P31645,1
DB00171,P41595,0
DB01085,P68871,0
DB01598,P0AD65,1
DB06207,P19652,0
DB00537,P60472,0
DB03215,P23219,0
DB12923,P45452,0
DB01083,P08908,0
DB04508,P32884,1
DB00157,O43837,1
DB12010,P41145,0
DB00686,P09038,1
DB00273,P08173,0
DB08418,P00918,1
DB03338,Q96S37,0
DB01567,P18089,0
DB01691,P23919,0
DB07380,P47869,0
DB08039,P14867,0
DB12340,Q07817,1
DB15257,P10415,0
DB04147,Q01959,0
DB00173,Q8RLY5,1
DB05022,Q15118,0
DB01535,P43116,0
DB00313,Q07869,1
DB03959,P68638,1
DB00431,O75311,1
DB01863,P11229,0
DB01745,P14416,0
DB11582,P48167,1
DB03017,P08506,0
DB11221,P37288,0
DB03273,P23526,1
DB12010,Q9BXA7,1
DB13874,O75874,1
DB03161,P95780,1
DB14921,P51813,0
DB02415,Q9K597,1
DB11662,O14757,1
DB03128,P30542,0
DB12010,P20248,0
DB00688,P49765,0
DB01992,P41145,0
DB02379,P00734,0
DB00848,P16932,0
DB07631,P24941,0
DB00968,P20711,1
DB07404,P14324,1
DB09040,Q16613,0
DB01353,P14867,1
DB00799,Q16790,0
DB01046,P12429,0
DB00157,P29803,1
DB07705,P9WPN5,1
DB02041,P07359,0
DB02144,Q00169,1
DB04269,P07477,1
DB07678,Q16539,0
DB06217,Q9UK17,1
DB01725,P08588,0
DB14025,Q59288,0
DB03325,P18031,0
DB03866,P35354,1
DB14943,Q9P1W9,1
DB00415,P0A3M6,1
DB00721,P46098,1
DB00126,P02818,0
DB02302,D4Z2G1,1
DB11986,P04054,0
DB16125,P29274,1
DB07778,Q9UJ70,0
DB00248,P08909,0
DB01727,P46663,0
DB06554,O14764,1
DB04315,P36544,0
DB08846,P00813,0
DB01352,P07550,0
DB00988,P47869,0
DB00675,Q92731,1
DB13125,P04054,0
DB01607,C1KC03,1
DB03897,P21728,0
DB01351,P0A0K8,0
DB06077,P31645,1
DB12085,P98170,1
DB14011,P04040,1
DB02405,O75469,0
DB09237,P0C188,0
DB01567,P0C0F4,0
DB14068,P08913,0
DB08667,P30305,0
DB07032,P03372,1
DB12163,P00749,0
DB02482,P22694,1
DB04468,Q92731,1
DB00143,P30711,1
DB14890,P11597,1
DB02279,Q9UJM8,1
DB00233,P00374,1
DB02345,P77444,1
DB01396,P54709,1
DB12071,P27696,0
DB02614,P41595,0
DB04047,Q81VW8,1
DB01421,P26392,0
DB06865,P00734,1
DB00157,O15239,1
DB00980,P49286,1
DB03044,Q16539,1
DB02594,P01137,0
DB00746,P28222,0
DB01242,P00811,0
DB00953,P30939,1
DB02726,P08172,0
DB12307,P50613,0
DB07261,P00742,1
DB08768,Q8IIA4,0
DB01103,P16640,0
DB12789,P14416,0
DB11186,P01859,0
DB02835,P30939,0
DB04525,P18031,1
DB12191,Q07817,1
DB11638,O77323,1
DB07053,P37231,1
DB08210,Q79FX8,0
DB00564,P06820,0
DB00184,P06239,0
DB00929,P49841,0
DB01851,Q92731,0
DB04924,P22303,1
DB08660,P23219,0
DB08180,P03472,0
DB04138,P38489,1
DB03147,P11474,0
DB03258,P28223,0
DB11638,P28221,0
DB12010,Q8TBX8,1
DB07763,P31930,1
DB01224,P08912,1
DB03619,P0A433,0
DB02421,P09147,1
DB08689,Q99527,0
DB01567,P31644,1
DB03792,P15085,0
DB08685,P07550,0
DB00956,P31057,0
DB00818,P47869,0
DB02597,P35354,0
DB08568,P31749,1
DB02482,P31949,1
DB07149,P49841,1
DB06153,P20309,1
DB00589,P21728,1
DB07075,P23234,0
DB08954,P48544,1
DB11638,P17655,0
DB03814,P28482,0
DB13953,P62508,1
DB04464,P00414,1
DB17059,P48551,0
DB07514,P01584,0
DB00142,Q9UI32,1
DB01493,P05042,0
DB12107,A0A068JFB7,1
DB01352,P34903,1
DB03986,P0ABP8,1
DB03247,Q9NYQ3,1
DB01088,P02787,0
DB03092,P04746,1
DB13122,P30542,1
DB00125,P22629,0
DB11647,P08253,1
DB13093,P61073,0
DB00786,P50281,1
DB11274,P49286,0
DB00995,P11474,1
DB02451,P24941,0
DB00157,P43119,0
DB13035,P62508,0
DB07360,O14965,1
DB00142,P05230,0
DB01633,O85465,1
DB13182,Q92731,1
DB03038,P12461,1
DB00606,P29371,0
DB14924,Q16539,0
DB07425,P11229,1
DB07477,P35367,0
DB04310,Q8NX78,1
DB00188,P20618,1
DB00950,P35367,1
DB03542,P29218,1
DB00696,P30542,0
DB01992,P40306,0
DB01327,P30556,0
DB16072,P19440,0
DB01694,P9WNX3,1
DB04767,P08709,1
DB03132,P18031,0
DB00157,P03915,1
DB07032,P20248,0
DB02280,Q8TCC7,0
DB01766,P24941,0
DB04047,P55809,0
DB00622,Q01064,1
DB01174,O75469,1
DB01993,P10724,1
DB07392,P07173,1
DB00693,Q8TCC7,1
DB08690,P69054,1
DB03977,P0DP25,1
DB04576,Q83LD8,0
DB00907,P31645,1
DB05100,P48169,0
DB04722,P00734,1
DB15822,P77444,0
DB04052,P00918,0
DB11638,Q8IIA4,1
DB07718,O67636,1
DB09186,P25100,0
DB13953,Q06187,0
DB14849,P21964,1
DB04855,P54284,1
DB02659,P10176,1
DB05296,P07288,1
DB00334,P21918,1
DB04348,Q8TEK3,0
DB06739,P21731,1
DB03078,Q9Y600,0
DB03083,Q05655,0
DB00171,P09488,0
DB01992,P03372,0
DB13472,P51686,0
DB12571,Q9UQM7,1
DB02078,P35367,0
DB16305,P18357,0
DB04277,O35000,1
DB04510,P00915,0
DB03433,P97084,1
DB06329,P10515,0
DB04147,P06009,1
DB01205,P00374,0
DB04272,P36544,0
DB00422,P07822,0
DB06246,O60218,1
DB00875,P28335,1
DB07918,P0A8Q3,1
DB03323,Q9RX51,1
DB09060,P04637,0
DB11071,P37231,0
DB14791,Q9UGH3,0
DB00274,P22894,0
DB07947,P49841,1
DB04035,P62593,1
DB13051,Q9ZB17,0
DB15495,Q04206,1
DB19312,P37231,1
DB06262,P18089,1
DB00871,P08588,1
DB06329,Q16644,0
DB00434,P31749,0
DB01303,P30542,1
DB11738,P00734,0
DB11679,P31749,0
DB03870,Q9XBQ3,1
DB02136,P06744,0
DB03676,P31644,0
DB01937,P60953,0
DB01238,P09917,0
DB04944,Q9Y478,1
DB02871,P02763,0
DB06959,P61925,1
DB03814,O14965,0
DB08453,P83792,1
DB02843,Q9HU22,1
DB08889,P18031,0
DB16191,P03372,0
DB03390,P15309,1
DB08501,P69178,1
DB09068,P28222,1
DB03977,Q15125,0
DB00462,Q8IDQ9,0
DB05422,Q9UKM7,0
DB04137,P00367,1
DB04534,P01889,0
DB09245,P07550,0
DB03210,P37231,0
DB03661,P96113,1
DB02053,P14900,0
DB06229,P11509,0
DB07724,Q13509,0
DB08052,P27828,0
DB01812,O75438,0
DB04216,P11309,1
DB17568,P04049,1
DB04741,Q03181,0
DB02990,P46072,0
DB09241,P33316,0
DB03032,Q03013,1
DB05470,P05231,1
DB09061,P21554,1
DB00238,P28223,0
DB02746,Q92731,1
DB00159,P08912,0
DB01223,P08173,0
DB00340,P03372,0
DB04841,P35367,1
DB06787,P20309,1
DB03206,Q15382,0
DB01142,P31645,1
DB01351,P34903,1
DB02033,P14867,0
DB11638,Q05581,0
DB03997,P0A3M6,0
DB02772,Q9WY54,0
DB06247,Q9UBQ6,0
DB03498,P14867,0
DB02052,P06493,1
DB05223,P49768,0
DB00493,P07550,0
DB06461,P22303,0
DB00295,Q9Y6Y9,1
DB02580,Q74EF5,1
DB08261,P0A3R9,1
DB07391,O32449,1
DB01958,Q8T6S0,0
DB09061,P23415,1
DB03740,P05412,0
DB11672,Q16790,1
DB07689,Q03736,0
DB00741,P61626,0
DB19325,P20309,1
DB00656,P12461,0
DB06772,Q9H4B7,1
DB13520,P47898,1
DB08091,P0AFK9,0
DB01289,P78508,1
DB03338,P16152,0
DB04005,P12268,0
DB02408,P04183,0
DB03147,Q47PU3,1
DB02529,P03472,1
DB01167,P14263,1
DB02305,P00803,0
DB02928,O85465,0
DB04099,P0ACB2,0
DB03252,Q9HTQ2,1
DB07238,P14867,0
DB02587,O14757,0
DB07420,A9JQL9,1
DB14835,Q9Y5N1,1
DB04873,Q13639,1
DB12008,P18031,0
DB13010,Q13126,0
DB01332,P09960,0
DB02829,P06820,1
DB03773,P09488,0
DB00739,Q75Y35,1
DB00843,O75746,0
DB00228,P14867,1
DB15133,P37268,0
DB17056,P34969,1
DB00905,P43088,1
DB14918,Q16637,1
DB00514,O75716,0
DB12010,Q9NWZ3,1
DB01967,P0A9M5,0
DB07287,P08172,0
DB15130,C6KT50,0
DB01403,P08912,1
DB08437,P62829,1
DB06712,P12461,0
DB06176,P11229,0
DB03017,Q07869,1
DB13191,P49841,0
DB12010,P35557,0
DB08530,P0C188,0
DB14128,P23975,0
DB12883,P28335,1
DB00505,P05177,0
DB06974,P23975,0
DB12608,Q16518,1
DB02379,P49302,1
DB13616,P00734,1
DB02056,Q13258,1
DB11217,P14679,1
DB03280,P13945,0
DB12010,P11474,0
DB01329,P0AEB2,1
DB01303,P29274,1
DB16279,P30518,1
DB09059,P47901,1
DB02689,P05089,1
DB00143,P09211,1
DB07715,Q5G940,1
DB00157,Q9BYZ2,1
DB02388,P53779,1
DB04633,P21673,1
DB00396,Q92731,1
DB00866,P07550,1
DB00397,P21917,0
DB04272,P12724,1
DB04204,P18031,1
DB03769,P23526,1
DB02983,P00807,0
DB02039,P41143,0
DB06157,P11229,0
DB08120,P04155,0
DB02999,P49902,0
DB08949,P49019,1
DB00203,P24941,0
DB06732,P03372,1
DB14881,P35372,1
DB04786,P23945,1
DB00768,P35367,1
DB00939,Q15761,0
DB12739,P13500,1
DB08068,Q16539,1
DB04132,P08263,1
DB17056,P35348,1
DB07357,P16442,1
DB04522,P26276,1
DB06148,Q9NZ42,0
DB07258,P09960,1
DB03822,Q04828,0
DB07476,Q05329,0
DB04856,Q75Y35,0
DB13867,Q82EE4,0
DB00151,Q9KWU1,0
DB01288,P07550,1
DB02797,P00811,1
DB01861,P09147,1
DB00289,Q9H2H9,0
DB02766,P0C0J0,1
DB03815,P69923,1
DB12695,Q16881,0
DB06695,P00734,1
DB09174,P35372,1
DB01819,P31645,0
DB07763,P08254,0
DB02226,Q59643,0
DB01937,P05798,1
DB08231,P0DP24,1
DB06364,P20248,0
DB05187,Q13258,0
DB04867,P32238,1
DB00659,P22303,0
DB06230,Q8IIJ9,0
DB00277,P0CG22,0
DB01444,P35372,1
DB03049,P77444,1
DB19353,P06276,1
DB12843,P09488,0
DB01115,P00374,0
DB12843,P35354,0
DB03424,Q01693,1
DB07680,P23946,1
DB14973,O95718,0
DB01238,P21917,1
DB08818,P0A884,0
DB04776,O00764,1
DB06821,P0AC13,1
DB12354,P35354,1
DB07895,P49356,1
DB06429,P43116,0
DB17140,P06239,1
DB03403,Q8WY07,0
DB01000,C1KC03,1
DB01425,P14416,1
DB06990,P13051,1
DB01946,Q96BI3,0
DB02158,P00505,0
DB00142,P40871,0
DB04088,P16581,0
DB01771,O75469,0
DB15229,P51582,0
DB04855,Q9UK17,1
DB08245,P35367,0
DB07648,O14757,1
DB14011,P50406,0
DB09128,P14416,1
DB07397,P22894,1
DB13775,P08908,1
DB09059,P30518,1
DB03777,O15530,1
DB05420,P31350,1
DB11729,P29274,0
DB13346,P35354,1
DB00138,O60931,1
DB00143,P00390,1
DB12163,P28223,1
DB00129,P00749,0
DB08748,Q05581,0
DB08262,O14874,0
DB05289,Q9N587,0
DB05767,P01584,1
DB08314,P24182,1
DB00458,P03372,0
DB03147,Q9BY41,0
DB12615,P37231,0
DB01403,P21728,1
DB00852,P08588,1
DB11148,Q06432,1
DB06290,P43985,0
DB12278,P08172,1
DB17051,O14757,1
DB13029,P23280,0
DB08172,Q02127,1
DB00514,P35368,0
DB07504,P24941,1
DB00924,P28221,0
DB03729,P00749,1
DB01200,P11229,0
DB07610,P0A108,1
DB04233,P45880,0
DB01661,Q02153,0
DB11638,Q8IB72,1
DB08213,P42574,1
DB01861,P31677,1
DB00912,A0A6L8PBX8,0
DB00513,P56817,0
DB04580,Q57VC7,1
DB02181,P15531,1
DB14518,P02787,1
DB12852,P49768,1
DB05518,P14618,0
DB04847,Q9H6Z9,1
DB08849,P31645,0
DB03147,P56653,0
DB04732,Q65CX5,0
DB01565,P35372,1
DB02379,P08173,0
DB18007,Q01726,1
DB11156,Q9HC97,1
DB03024,P00797,1
DB11278,P46881,0
DB11638,P23560,0
DB02451,P82543,1
DB08292,P04040,0
DB12072,P16581,0
DB03063,P20711,0
DB00945,P42574,1
DB15688,Q16602,1
DB00669,P08908,1
DB15357,P23219,0
DB04216,P16152,1
DB07064,P37231,0
DB04557,P41595,0
DB00257,O75469,1
DB03468,P00918,0
DB05448,Q16881,1
DB01561,P21549,0
DB01200,P21728,1
DB02878,P13716,1
DB07859,P49841,1
DB05766,P14416,1
DB08039,P11473,0
DB06262,P08588,1
DB12010,P68366,0
DB08849,P0DMS8,1
DB06616,Q96LZ3,0
DB03310,P28161,1
DB01579,P35348,1
DB00402,P05155,0
DB02659,P01100,0
DB04177,Q12908,0
DB08818,P24941,0
DB00767,P09960,0
DB00518,P18031,0
DB04503,Q8WU08,0
DB04164,P31749,0
DB01146,P18089,0
DB00307,P37288,0
DB13956,P37059,1
DB00567,Q75Y35,1
DB13064,P08913,1
DB03783,O85465,0
DB02001,P04118,0
DB03413,Q92731,0
DB07796,P00734,1
DB01852,Q6NUS8,1
DB08838,P02708,1
DB02587,P19961,0
DB03608,P07477,1
DB00298,P00742,0
DB00170,P16083,1
DB00315,P28221,1
DB02746,P03372,1
DB01403,Q96A70,0
DB18080,P05093,0
DB00303,Q16539,0
DB00622,P35367,0
DB03205,O06796,0
DB03147,P19480,1
DB08583,P35367,0
DB04335,Q9GPQ4,1
DB06486,P14416,0
DB00171,Q13131,1
DB19041,P15555,0
DB12010,Q13131,1
DB02007,Q8WX39,0
DB00630,P9WIQ3,0
DB00880,P24941,0
DB00425,P47869,1
DB00655,P25052,0
DB00723,P25100,1
DB07242,P11309,1
DB00640,P29274,1
DB00852,P01375,1
DB00755,P13631,1
DB06471,P30542,1
DB00210,P05412,1
DB03395,P00813,0
DB04946,P21917,1
DB01050,P16581,0
DB01972,P24941,0
DB00117,Q99624,1
DB04887,Q939N4,0
DB05946,P12872,1
DB12095,P17752,1
DB02011,P00480,1
DB08674,P49356,1
DB11455,Q8SPQ9,1
DB04083,P08173,0
DB07248,P07225,0
DB01992,P51164,0
DB02731,P55809,1
DB11951,P12931,0
DB02909,P63208,0
DB06694,P08913,1
DB00703,P22748,1
DB04310,P03956,0
DB12789,P11998,0
DB07929,P35462,0
DB11638,Q8IKL4,1
DB00359,Q9FD87,0
DB07020,P45984,1
DB04315,P40616,1
DB01238,P49356,0
DB08521,P62219,0
DB08295,Q969P6,0
DB12013,P56937,0
DB00850,P0AD64,0
DB12418,P00505,0
DB00623,P21728,1
DB04436,P04179,1
DB03147,P00438,1
DB01852,P9WN95,0
DB01969,O75390,1
DB08215,P0C0Y8,1
DB07720,P35462,0
DB11873,P49137,0
DB04315,P62491,1
DB03088,P0CG04,1
DB02352,P43080,0
DB02873,Q16539,1
DB01291,P08588,1
DB00141,P25100,0
DB02580,P14415,0
DB08839,Q13639,1
DB12284,P35557,1
DB01950,P49841,1
DB14733,Q7DHH4,1
DB06886,P00781,1
DB08646,P22364,1
DB04468,P11474,1
DB02555,P49368,0
DB00202,P17612,0
DB01231,P08173,1
DB00201,P21917,0
DB07909,Q7Z3Y4,1
DB01946,P07550,0
DB19205,O75530,1
DB07186,O14965,1
DB00308,Q14654,1
DB00819,Q46893,0
DB04846,P07550,1
DB01979,P11226,1
DB01268,P35372,0
DB15641,P14415,0
DB04137,P30793,1
DB01392,P50579,0
DB09040,P50859,1
DB12695,P00915,0
DB12005,P49810,1
DB04137,P21918,0
DB09073,P24941,0
DB01403,P28335,1
DB06486,Q8N119,0
DB06148,P34969,1
DB04890,P35367,1
DB02160,P07097,1
DB08878,P29371,0
DB05289,P49841,0
DB16315,P35408,1
DB00385,P21917,0
DB00992,P22830,1
DB02329,P28223,0
DB07896,O52791,1
DB12285,P07477,0
DB02659,P03951,0
DB06367,P36544,0
DB08358,P35367,0
DB14879,P03951,0
DB00446,P00326,0
DB16656,P06241,1
DB02889,P49368,0
DB04325,P23219,0
DB03383,Q9WYS2,0
DB01159,P59768,1
DB00035,P30518,1
DB00159,O60427,1
DB01183,P23141,1
DB04083,P36544,0
DB01431,P03372,1
DB12923,P24941,0
DB01589,P08588,0
DB00843,P28223,1
DB03793,Q52546,1
DB00477,P0ABQ4,0
DB03132,P69905,0
DB05814,P62942,1
DB03467,P35354,0
DB08453,Q9X0D0,0
DB13954,P03372,1
DB07919,P21397,1
DB01224,P9WMC1,0
DB03478,Q9NXA8,1
DB02482,P01137,0
DB03461,P07998,0
DB07741,P28223,0
DB07153,A0A0M3KKX1,1
DB00591,P09525,1
DB03909,P43681,0
DB03157,P81006,0
DB04583,Q02127,1
DB01901,P0AC13,0
DB01069,P28223,0
DB04698,Q48255,1
DB19168,P22303,0
DB14879,Q13362,0
DB00157,P05093,1
DB14185,P14416,1
DB08401,O70038,1
DB00736,P34969,0
DB00880,P35908,0
DB07577,P04818,1
DB01496,P31644,1
DB08355,P20248,1
